LogID,Symptom,Issue,Resolution
115483,Version # (if applicable): 35822 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart by VGG Item(s)/ItemGroup(s)/Location(s): ADL N081 Problem Description: limiter chart shows 1st limiter is HXV but the PC is not yet reached there. What is the limiter in Dec ?,limiter chart shows 1st limiter is HXV but the PC is not yet reached there. What is the limiter in Dec ?," Itâ€™s strategy 2, and linearize by quarter, CC meets site split in the quarter, should not expect get more CC in Dec. user found because frozen horizon changed in new C2C version."
115485,"Version # (if applicable):35841 IsScrapBin (please indicate for FSA issue): Report/UI: Resource requirement summary report (all) Item(s)/ItemGroup(s)/Location(s): ARL S8161 (HBIa) Problem Description: Manual calculation on this product max cap on WW47 & WW48 is about 78ku, but based on strategy 6, system only respond about 60+ku. check on RRS report, HBI, STHI and HDMX is still not max cap","Manual calculation on this product max cap on WW47 & WW48 is about 78ku, but based on strategy 6, system only respond about 60+ku. check on RRS report, HBI, STHI and HDMX is still not max cap",  HDMX main tool inventory constraint
115493,Version # (if applicable): 35860 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart and TDI report Item(s)/ItemGroup(s)/Location(s): KM2 Problem Description: AXL PPV Only and all the PPV cannot run out capacity and requirement even run BP/ EC solve. Need help,AXL PPV Only and all the PPV cannot run out capacity and requirement even run BP/ EC solve. Need help,"  User can see tool req after tech team reran, probably the user selected the wrong parameters."
115495,Version # (if applicable): 35857 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report (All) Item(s)/ItemGroup(s)/Location(s): Location SS Problem Description: STHg: RPL S881 has wrong rounded requirement in Q4 (VGGPC),STHg: RPL S881 has wrong rounded requirement in Q4 (VGGPC)," . This is the current logic design that is implemented in the backend for the rounded requirement: ResourceRequirement(Rounded)  Roundup(Requirement(unrounded)*columns,0)/columns min(AllocationInventory, ResourceRequirement(Rounded)) Thus, the rounded value is determined by the min of rounded req and allocation inv Explained to user and agreed to close the ticket"
115497,Version # (if applicable): 35857 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirment Summary Report (Capacity Target) Item(s)/ItemGroup(s)/Location(s): Location SS Problem Description: HXVab: ADL/RPL S/BTL has wrong calculation on requirment of CPU DT: ADL S881 UV/UX,HXVab: ADL/RPL S/BTL has wrong calculation on requirment of CPU DT: ADL S881 UV/UX, No issue found user requested to cancel
115500,"Version # (if applicable): V35815 IsScrapBin (please indicate for FSA issue): Report/UI: capacity group location parameter ( DLCP ) Item(s)/ItemGroup(s)/Location(s): ARL U , UD show improvement from ww21 to ww22 , but can't tell in detail Assembly / test / finish yield Problem Description: VanguardGroupName DLCPGroupName DisplayType ""WW21 May"" ""WW22 Jun"" ARL U281 UH::UL::UM AssemblyYield 0.998 0.998 ARL U281 UH::UL::UM TestYield 0.9331 0.9331 ARL U281 UH::UL::UM FinishYield 0.975 0.975 ARL U281 UH::UL::UM UR 0.9098 0.9098 ARL U281 UH::UL::UM UD 0.908 0.93","VanguardGroupName DLCPGroupName DisplayType ""WW21 May"" ""WW22 Jun"" ARL U281 UH::UL::UM AssemblyYield 0.998 0.998 ARL U281 UH::UL::UM TestYield 0.9331 0.9331 ARL U281 UH::UL::UM FinishYield 0.975 0.975 ARL U281 UH::UL::UM UR 0.9098 0.9098 ARL U281 UH::UL::UM UD 0.908 0.93"," Working with ICS team , we are getting the data as 0.93 for date range between 2025-05-25 00:00:00.000 and 2025-05-31 00:00:00.000 The Metric data 13439379 was having expired data in VG which was still valid in ATCR, We have fixed the data in staging table by loading the data for older date range. After CIP we can now see correct values for UD , User confirm to close the pool."
115507,Version # (if applicable): 35845 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Capacity Item(s)/ItemGroup(s)/Location(s): Problem Description: Wrong VGG capacity generated for PSI Capgroup SS_VGG_STH_MB_ITEMS_MTL H 6C+8A+GT2 28W -> cause over commit in Nov'24,Wrong VGG capacity generated for PSI Capgroup SS_VGG_STH_MB_ITEMS_MTL H 6C+8A+GT2 28W -> cause over commit in Nov'24," User using Inventory as 504 but the Inventory is 612. Please see attached. VGG SS_VGG_STH_AP_ITEMS_MTL H 6C+8A+GT2 28W was in active , informed user to active it on version and re generate the VGG . User confirm to close the POOL."
115508,"Version # (if applicable): 35857 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirment Summary Report Item(s)/ItemGroup(s)/Location(s): HBIa: ARL S8161 BGA Problem Description: inv of HDBI is 10 cells, VGG generate requirement up to 24 cells in W48 - W49","inv of HDBI is 10 cells, VGG generate requirement up to 24 cells in W48 - W49","The PSI ratio on BI2 from ww48 is zero, EUPH is 9999999 from ww50 so the problem only in ww48/49. BI2 does not cost any PSI capacity. user will check and fix."
115514,"Version # (if applicable): 35888 Report/UI: Management Summary Report/ Site Split/ MP loading Location(s): CD6/ SS Problem Description: Site response and Previous commit for Meteor Lake PCH S is 0 from Nov'24 to Jun'25, which does not match with the response in SDA version 35762","Site response and Previous commit for Meteor Lake PCH S is 0 from Nov'24 to Jun'25, which does not match with the response in SDA version 35762", RC: Item Processing started before IDP finish loaded.
115515,Version # (if applicable): 35888 Report/UI: Management Summary Report Location(s): All Problem Description: POR schedule is not correct. Example for ADL 881 DT POR schedule 0 in Q2'25 but constrained solve has consumption as attached,POR schedule is not correct. Example for ADL 881 DT POR schedule 0 in Q2'25 but constrained solve has consumption as attached, Item Processing started before IDP load finished. New weekly version created and issue is resolved.
115517,"Version # (if applicable): 35762 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): RAPTOR LAKE FC-BGA16F C-3 BDS-BOM H6 30 MB / Location SS Problem Description: Please help check back the RTF number published from version 35762 to other applications. In ATCR UI, this Item Group shows response at ~5k for each week from w43 to w47 But published to OneMPS and AIRSQL, it shows at 10k for each week","Please help check back the RTF number published from version 35762 to other applications. In ATCR UI, this Item Group shows response at ~5k for each week from w43 to w47 But published to OneMPS and AIRSQL, it shows at 10k for each week", Site Response Publish from ATCR for (Version-35762 and Division-IACPU and Location-SS) is done on 11-Oct-2024. The number was re-published after 1MPS run. User confirmed for pool closure.
115518,"Version # (if applicable): V35861 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report Item(s)/ItemGroup(s)/Location(s): The requirement for Operation:EPOXY UNDERFILL FLI, CommonName: BDW DE8 in ResourceName: EPXt is missing from the report. Could you help to further check on this. Problem Description:",,"  EPOXY UNDERFILL FLI operation is dual flow operation for the product mentioned above, but dual flow priority is zero which causing zero tool requirement, user will enable the flow and rerun solve."
115523,Version # (if applicable): 25850 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Capacity Item(s)/ItemGroup(s)/Location(s): Problem Description: No capacity reflected under PG8_xTO_SM_HBCd and PG8_xTO_SM_HXVab,No capacity reflected under PG8_xTO_SM_HBCd and PG8_xTO_SM_HXVab," PG8_xTO_SM_HBCd IsXTO flag was deactivated user activated the flag and rerun solve, after that capacity reflected"
115535,Version # (if applicable): 35909 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Solve failed Problem Description:,,"pls. update capacity target for Client,Client Chipset,CML PCH,MOR,HCH,874,FC-BGA15F,24x25,Comet Lake PCH H,REV,CNC,H::203313 from 8.435 to 8.436 in ww19. since it's having 1 unit difference with site split which solver would not recogonize. User updated and run solve completed."
115551,Version # (if applicable): V35912 IsScrapBin (please indicate for FSA issue): EC solve fail Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,, Below ICX having cap target in ww01 but test TPT in ww52 is zero. Solver would not handle such case with TPT increase. User fixed and solve is ok.
115567,Version # (if applicable): 35926 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Runrate Report Problem Description: Please help to provide system formula to calculate Raw Runrate and Effective Runrate,Please help to provide system formula to calculate Raw Runrate and Effective Runrate, Raw run rate  EUPH * GU * Default Nominal Hours (168) Effective Run Rate  Raw run rate * computed Yield Computed Yield Assembly stage  Assy Yield * Test Yield * Finish Yield Test stage  Test Yield * Finish Yield Finish stage  Finish Yield
115590,Version # (if applicable): Weekly Version V35929 IsScrapBin (please indicate for FSA issue): METEOR LAKE FCBGA18X C-5 CAB-BOM X7 24 MB_Child2 is missing in the weekly ver35929. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,," - VGG mapping was deleted, causing the missing in Site Version, mapping should be created again. User remapped the VG#241121_dup1 with below request items METEOR LAKE FCBGA18X C-6 CAB-BOM X7 24 MB_Child2 METEOR LAKE FCBGA18X C-5 CAB-BOM X7 24 MB_Child2"
115597,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): Client,Mobile,MTL H 6C+8A+GT2 28W,MOR,1,SCY,14,2049,FCBGA18X,24,MB,50x25,Meteor Lake P 6C+8A+GT2 BGA,REV,E,C,H::241121_dup1 VanguardSourceId: 241121 missing in the Request item mapping. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",, Missing request item loaded after reloading UI. User requested for pool closure.
115600,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: conversion group mapping UI Item(s)/ItemGroup(s)/Location(s): SPR XCC Problem Description: HXVaf  operations are different with Van Guard TDI setting UI operation name , missing Test_PBIC .","HXVaf  operations are different with Van Guard TDI setting UI operation name , missing Test_PBIC .", User have to perform CIP to get the TEST_PBIC operation
115617,Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): not sure why i map the new BOM when i save complete it become unmap Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,, Root Cause - Missing VG data due to VG/MCS load failure. After load the mapping was done successfully. User confirm to close the POOL
115618,Version # (if applicable): ATMPS Data staging IsScrapBin (please indicate for FSA issue): Report/UI: Request Item Setup UI Item(s)/ItemGroup(s)/Location(s): ARROW LAKE-BASE-S816_DT Problem Description: Not able to save after changes. Pls refer below screenshot,Not able to save after changes. Pls refer below screenshot, - This issue is occurring intermittently. Since user is able to proceed with the save marking the pool ONHOLD. We are working on the resolution. Will be releasing the permanent fix on WW01.5.
115636,"Version # (if applicable):Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Capacity group location parameters Item(s)/ItemGroup(s)/Location(s): ARL S 8+16+1 UH Problem Description: i duplicated one more child for ARLS. but when i want to change TPT in Cap group location parameters, ARLS 8+16+1 UH is not appearing.","i duplicated one more child for ARLS. but when i want to change TPT in Cap group location parameters, ARLS 8+16+1 UH is not appearing."," Mapping for ARROW LAKE FCLGA18W B-0 ARL-BOM Z5 - -_Child3 and Vanguard Item Client,Desktop,ARL S 8+16+1,MOR,EAX,24,1851,FCLGA18W,45x37.5,Arrow Lake S 8C+16A+GT1 LGA,REV,S::241073 was done on 2024-10-29 06:50:17.557 before CIP on 2024-10-28 22:24:27 for PG8 Need to re do the CIP to get the TPT data ARL S 8+16+1 UH Issue fixed after CIP. User confirm to close the pool."
115652,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): Found that got ENCd fallout at category TDI Available Inventory <0, but i didnot found any this L2 Resource in Capacity ResourceConfig Description Parameters UI. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",, Root cause: There is no request item mapping for above VG which is assoicated with Resource (ENCd_unvalidated) and ResourceConfig (ENCd_unvalidated::DIE SIDE COMPONENT ENCAPSULATION LINK WITH PROTEC APOLLO-D DISPENSERS AND WITHOUT UVA#14706) Solution: User done dummy BOM mapping and Finalize processing. Can see data after that. User confirmed for pool closure.
115666,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Capacity group Mapping (VGG) Item(s)/ItemGroup(s)/Location(s): Problem Description: HXVca L2 VGG . no standard item available to select . Cash Ridge VG item is available,HXVca L2 VGG . no standard item available to select . Cash Ridge VG item is available,"Standard Item not available to select due to the missing mapping data. Already Identified the problem and resolved, required CIP"
115667,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Fallout reports ( capacity ) Item(s)/ItemGroup(s)/Location(s): Problem Description: missing hardcoded dual flow operations for ARL S681 , what's the dual flow and alternative setting related ?","missing hardcoded dual flow operations for ARL S681 , what's the dual flow and alternative setting related ?",Need to revisit the fallout logic will create a CIP story for this fallout
115668,Version # (if applicable): V35977 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Solver Failed,Solver Failed,user didnâ€™t turn on VGG flag. Rerun solve with flag is ok.
115669,"Version # (if applicable): Data Staging / V35977 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: «Capacity group operation parameters » ARL S681/ SRL U281 , Test MPS monitor quantity still  0 . the monitor quantity is wrong .","«Capacity group operation parameters » ARL S681/ SRL U281 , Test MPS monitor quantity still  0 . the monitor quantity is wrong .","  after run CIP for CD6 in DataStaging OperationVolume for Operation TEST_MPS_MONITOR itâ€™s diff than 0 quantity MPS Monitor new parameter which not loaded into ATCR, treated as enhancement list Will create story to work this enhancement"
115670,"Version # (if applicable): Data staging and data prep version 35965 Report/UI: 1. Customized product mapping in Data staging; 2. Site Split UI; 3. Site cap qual UI; 4. Management Summary Report UI Item: BATTLEMAGE FCBGAEXF A-0 BMJ-BOM 33 0 MB Problem Description: In data staging, the item is without [A_0] at the end but it has [A_0] in the rest of above specified UIs","In data staging, the item is without [A_0] at the end but it has [A_0] in the rest of above specified UIs", - [A_0] at the end of the item name refers to the RequestItem's Rev step
115671,"Version # (if applicable): V35977 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: PSI Capgroup Group doesn't have VGG capacity and trade ratio , (HDM_AP_DKM_RPL DT) . Even all PSI cap groups are active . CD6_VGG_HDM_AP_DKM_RPL S 8+8+1_TEST_EQAM , CD6_VGG_HDM_AP_DKM_RPL S 6+0+1_TEST_EQAM ,","PSI Capgroup Group doesn't have VGG capacity and trade ratio , (HDM_AP_DKM_RPL DT) . Even all PSI cap groups are active . CD6_VGG_HDM_AP_DKM_RPL S 8+8+1_TEST_EQAM , CD6_VGG_HDM_AP_DKM_RPL S 6+0+1_TEST_EQAM ,", this 2 PSI Cap Group(s) mapped to PSI Cap Group Group HDM_AP_DKM_RPL DT CD6_VGG_HDM_AP_DKM_RPL DT has the vanguard items mapped VGG Trade ratio and Capacity data looks good
115677,"Version # (if applicable): V35978 IsScrapBin (please indicate for FSA issue): Report/UI: RRS report (resource requirement summary report all ) Item(s)/ItemGroup(s)/Location(s): Problem Description: Structure row (4842) less than last cycle (7541) . And selected some CEID for checking , eg ACLe , STHg , HXVab , HMVbb. some legacy product disappeared .( not official EOL yet , no time no builds ) , And new added HMVbb for NPI products . ResourceName CommonName HMVbb RPL MCP HMVbb Frisco Lake ACLe ADL PCH 1-S ACLe ADL S 6+0+1 ACLe ADL S 6+0+1 ACLe ADL S 8+8+1 ACLe ADL S 8+8+1 ACLe ADL S 8+8+1 ACLe CFL U43e ACLe CFL U43e ACLe CFL U43e ACLe CFL U43e ACLe CML H82 ACLe CML H82 ACLe CML H82 ACLe CML H82 ACLe CML U62 LP4 ACLe CML U62 LP4 ACLe CML U62 LP4 ACLe KBL U23e ACLe KBL U23e ACLe WHL U42 ACLe WHL U42 ACLe WHL U42 ACLe WHL U42 ACLe RKL S81 ACLe RKL S81 ACLe RKL S81 ACLe RKL S81 ACLe RKL S81 ACLe SKY ROCK ACLe SPRING HILL ACLe TGL PCH ACLe TGL PCH ACLe TGL PCH ACLe TGL PCH ACLe TGL U42 ACLe TGL U42 ACLe TGL U42 ACLe WIF IFS Tip Rock ACLe TOP ROCK STHg ADL PCH 1-S HXVab CML S62 HXVab TOP ROCK HXVab RKL S81 HXVab TGL U42","Structure row (4842) less than last cycle (7541) . And selected some CEID for checking , eg ACLe , STHg , HXVab , HMVbb. some legacy product disappeared .( not official EOL yet , no time no builds ) , And new added HMVbb for NPI products . ResourceName CommonName HMVbb RPL MCP HMVbb Frisco Lake ACLe ADL PCH 1-S ACLe ADL S 6+0+1 ACLe ADL S 6+0+1 ACLe ADL S 8+8+1 ACLe ADL S 8+8+1 ACLe ADL S 8+8+1 ACLe CFL U43e ACLe CFL U43e ACLe CFL U43e ACLe CFL U43e ACLe CML H82 ACLe CML H82 ACLe CML H82 ACLe CML H82 ACLe CML U62 LP4 ACLe CML U62 LP4 ACLe CML U62 LP4 ACLe KBL U23e ACLe KBL U23e ACLe WHL U42 ACLe WHL U42 ACLe WHL U42 ACLe WHL U42 ACLe RKL S81 ACLe RKL S81 ACLe RKL S81 ACLe RKL S81 ACLe RKL S81 ACLe SKY ROCK ACLe SPRING HILL ACLe TGL PCH ACLe TGL PCH ACLe TGL PCH ACLe TGL PCH ACLe TGL U42 ACLe TGL U42 ACLe TGL U42 ACLe WIF IFS Tip Rock ACLe TOP ROCK STHg ADL PCH 1-S HXVab CML S62 HXVab TOP ROCK HXVab RKL S81 HXVab TGL U42"," The report items reduced due to many VG item(s) expired, conversion group mapping."
115679,Version # (if applicable): 35983 IsScrapBin (please indicate for FSA issue): Report/UI: Site split Item(s)/ItemGroup(s)/Location(s): FCBGA18X_METEORLAKE-BASE-P281_MBL/PG8 Problem Description: this prod runs in CD and SS. Why there is loading show up in PG8 in ww45(FH) and it's on a NSB item. PG does not run this prod and there is no NSB build. Pls investigate. Thanks.,this prod runs in CD and SS. Why there is loading show up in PG8 in ww45(FH) and it's on a NSB item. PG does not run this prod and there is no NSB build. Pls investigate. Thanks.,"  METEOR LAKE FCBGA18X C-1 AAA-BOM X7 12 MB_NSB_XXF has below parent item METEOR LAKE FCBGA18X C-1 AAA-BOM X7 12 MB As per solver logic, child NSB item get frozen horizon from parent item which has zero frozen fence causing solver to generate site split within the frozen horizon to meet site split % for MB MTL 682 & 281."
115682,Version # (if applicable): 36001 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: User run VGG solve failed,User run VGG solve failed,  HXVab raw inventory is not enough to support NSM/USD
115684,Version # (if applicable): 36004 IsScrapBin (please indicate for FSA issue): Report/UI: Capacity Group Mapping (VGG) Item(s)/ItemGroup(s)/Location(s): Problem Description: Cannot pick standard item for JDCg > no VGG capacity,Cannot pick standard item for JDCg > no VGG capacity, RC: JDCg vanguard items are mapped to vg group not std flow. Issue resolved and deployed
115687,"Version # (if applicable): V35997 IsScrapBin (please indicate for FSA issue): ARL H682 Child 1 FF W48 and W13 not able to max cap Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Checking VGG Unused still have capacity HDMx main tool, PPV main tool, conversion quantity still have Need help to check","Checking VGG Unused still have capacity HDMx main tool, PPV main tool, conversion quantity still have Need help to check"," ww47 is frozen horizon, will not build more capacity on Test for ww48 as test TPT is 1 week. ww13 is because solver skip it due to ww14 nominal hour zero. Asked user to put ww13 test TPT  0 as work around, solver logic also need to dig out if current logic is needed or not."
115694,Version # (if applicable): 36017 IsScrapBin (please indicate for FSA issue): Report/UI: Supply Demand Summary Report Item(s)/ItemGroup(s)/Location(s): Problem Description: MTL PCH has no CC,MTL PCH has no CC, Min batch is taken by Kunit in solver while it should be by unit. we will release the change for next cycle. now we made changes and user rerun is ok.
115695,Version # (if applicable): 36013 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Fail Problem Description:,,MEADOW WOOD FC-BGA16B B-2 HMP-BOM M9 - - has frozen schedule but nominal hour is 0.01. user will fix the data. user fixed data input and solve completed.
115697,Version # (if applicable): V36019 IsScrapBin (please indicate for FSA issue): FP82 Finish no response across Q2'25.. Can check on the W16-17 Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,," STH_MB_ITEMS_FPK82_84 inventory is 10, but PSI ratio is 20, so it will need at least 20 to support any capacity as STHI is integer tool."
115700,Version # (if applicable): V36030 IsScrapBin (please indicate for FSA issue): FP 82 Assy_test W06 cannt mee my Capcity Target.. No limiter found . Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,, ORE- The nsmusd req in report and data sent to solver are not match. Pls. help to check. AD- the report does not SUM up the USD with different PSIG. It picks the top 1 as USD value for the Conversion group. We need to correct this in both Resource Requirement Summary report(All) and Resource Requirement Conversion Report. We will make the changes under KTBR task .
115702,Version # (if applicable): 36017 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report Item(s)/ItemGroup(s)/Location(s): HXVab: ADL M282 Problem Description: CPU MB: ADL M282 - AZB has no QA requirement in W50,CPU MB: ADL M282 - AZB has no QA requirement in W50, In ww50 the demand is on R4 AAL and R4 ARL. While Test_QA is only needed for ULIC (from EUPH). So ww50 does not need to run Test_QA because all DLCP% is on ULIT. And the trade ratio is also not generated in ww50 for Test_QA. There are some other weeks will not generate tool req for QA which is same reason.
115710,"Version # (if applicable): V36042 IsScrapBin (please indicate for FSA issue): 1. PG8_xTO_FP_HBI dont have VGGCapacity across 2. PG8_xTO_FP_TSXb W03 should give me 0.945, but it only shown 0.472 in the VGG Capacity Group Capacity UI.. Need help to check -> Standard item should in FP82, cap target FP82 0.945 Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",,"Please see the findings below for Copy Cap Used VGG to XTO: # PG8_xTO_FP_HBI When Cap used VGG is copied to XTO, VGG and XTO mapping is derived by matching characters after last ""_"" in VGG and XTO. In this case, XTO  PG8_xTO_FP_HBI VGG  PG8_VGG_HBIa So there is difference between HBI and HBIa. Hence mapping is not created and Cap Used VGG is not copied to XTO. 1. PG8_xTO_FP_TSXb VGG  PG8_VGG_TSXb is mapped to two XTO a. PG8_XTO_FM_TSXb b. PG8_XTO_FP_TSXb Cap Used copied correctly to ""PG8_XTO_FM_TSXb"" as request item mapping matches between ""PG8_VGG_TSXb"" and ""PG8_XTO_FM_TSXb"" For ""PG8_XTO_FP_TSXb"" request item mapping is different than  ""PG8_VGG_TSXb"". hence cap used is not exactly same. 2. Regarding, PG8_xTO_FP_TSXb W03 should give me 0.945, but it only shown 0.472 in the VGG Capacity Group Capacity UI I can see there is diff between CapUsed and PC and diff is exactly half. Solution: 1. XTO Item name updated as HBIa 2. User unmapped ""PG8_XTO_FP_TSXb"" from FM Pool and done c2c again. In new version data is correct."
115711,Version # (if applicable): 35993 IsScrapBin (please indicate for FSA issue): Report/UI: Site Split UI Item(s)/ItemGroup(s)/Location(s): Problem Description: NSB child item response but qty not consolidate to main BOM.,NSB child item response but qty not consolidate to main BOM.," - Hi Joo Peng, Can we get more details which product mentioned here. Issue has been resolved and pool can be closed."
115712,Version # (if applicable): 36017 IsScrapBin (please indicate for FSA issue): Report/UI: Supply Demand Summary Report Item(s)/ItemGroup(s)/Location(s): CPU MB: LNL M442 DRAM attach 2x16GB CPU MB: LNL M442 DRAM attach 2x8GB Problem Description: W47 CC is not frozen,W47 CC is not frozen,"  This product is non standard manufacturing flow, solver was missing code to handle frozen horizon for non standard manufacturing flow. We have fixed the issue."
115731,"Version # (if applicable): V36054 IsScrapBin (please indicate for FSA issue): EC solve.. Pull the RSS Cap Target report. MTL H running with three conversion group HXVab_MTL_P682, HXVaf_MTL P682, HMVbb MTL P682.. but problem is tool requirement not able to optimization based on the allocation inventory. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",,"Allocation inventory is taken from VGGPC, it does not have relationship to cap target."
115732,Version # (if applicable): 36057 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Problem Description: Fail,Fail," User copy VGG data from a shorter version, so there is no trade ratio in Q2. User fixed, closing ticket."
115737,Version # (if applicable): V35993 IsScrapBin (please indicate for FSA issue): Already unpor version but still seeing the version POR in the MP loading UI.. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,," MP Loading show the POR status for all Division. V35993 is POR at Location PG8 for mobile com division. hence, we see as POR in MP loading UI."
115738,"Version # (if applicable): V36011 IsScrapBin (please indicate for FSA issue): Report/UI: (1) Supply demand summary report(capacity) Item(s)/ItemGroup(s)/Location(s): CD6 , PPTCPT,0 EIACD1 ,cash ridge , PTL U404 Problem Description: (1) Supply demand summary report(capacity) , CC , Item group has invalid info ( PPTCPT,0 EIACD1 ); (2) V36011 , V36021 copied from the same V35993 , however the reports structure had difference rows , ( V36021 missing cash ridge and PTL U404) .","(1) Supply demand summary report(capacity) , CC , Item group has invalid info ( PPTCPT,0 EIACD1 ); (2) V36011 , V36021 copied from the same V35993 , however the reports structure had difference rows , ( V36021 missing cash ridge and PTL U404) .","  (1) Invalid item was appearing due to missing of location filter in code. Code changes done, data reflecting correctly now. (2) The version 36021 is missing cash ridge and PTL u404 after run solve activity because those items are not qualified. For a double confirmation, I copied a new version 36087 from version 35993 where the cash ridge and PTL U404 was available before run solve."
115748,"Version # (if applicable): 36038 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary All Item(s)/ItemGroup(s)/Location(s): Vanguard GroupName: EMR XCC Problem Description: Observed the requirement for PPV_SPM and PPV_SPM_SDE+ is reflected wrongly. The operation volume for both PPVM sampling should be 3ku each ww, but somehow the requirement shown not able to meet the 3ku requirement. Can help to check on this.","Observed the requirement for PPV_SPM and PPV_SPM_SDE+ is reflected wrongly. The operation volume for both PPVM sampling should be 3ku each ww, but somehow the requirement shown not able to meet the 3ku requirement. Can help to check on this."," For all the monitor operations, we assume the volume is In volume, in this case, operation volume is 3Ku, solver get the finish yield is 0.908, so the operation volume capacity used would be 2.724Ku."
115749,"Version # (if applicable): 36038 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report (All) under Parameter :BP Item(s)/ItemGroup(s)/Location(s): ResourceName: HBIa, ConversionGroupName:HBI: GNR AP and Operation:BURNIN Problem Description: Observed the requirement for Burn-In is reflected wrongly per BP requirement. User manual calculate on the tool requirement, and it does not matching to the requirement shown for this conversion group.","Observed the requirement for Burn-In is reflected wrongly per BP requirement. User manual calculate on the tool requirement, and it does not matching to the requirement shown for this conversion group.", EUPH calculated on all the DLCP groups mapping to the same dummy item including the default DLCP group â€˜NONEâ€™. Will be working on the enhancement in CIP.
115754,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: capacity resource parameter (PSI) Item(s)/ItemGroup(s)/Location(s): Cash ridge , L2 resource , HVVca Problem Description: data discrepancy , VanGuard PACE data source NSM hours more than ATMPS PACE pull , Missing some operations . TDI operation  9 rows , and PACE NSM only 3 rows","data discrepancy , VanGuard PACE data source NSM hours more than ATMPS PACE pull , Missing some operations . TDI operation  9 rows , and PACE NSM only 3 rows"," For missing TQMIds in ATCR, SupportItem/PSIG mapping is not available in Vanguard. Hence they are missing in ATCR. SupportItem/PSIG mapping needs to be done at Vanguard for these TQM and load VG/MCS data again."
115756,"Version # (if applicable): V35864 IsScrapBin (please indicate for FSA issue): Report/UI: limiter chart report , VGG usage report , RRS (VGG PC ) Item(s)/ItemGroup(s)/Location(s): MTL U281 Problem Description: ww0913 , Limiter1 as STHp L2 and VGG usage 1 , however RRS report shows STHp unallocated . total STHp L2 not fully utilized . ( Envelop Testing associated )","ww0913 , Limiter1 as STHp L2 and VGG usage 1 , however RRS report shows STHp unallocated . total STHp L2 not fully utilized . ( Envelop Testing associated )"," STHp TDI inventory less then L2 inventory, VGG capacity generated based on TDI inventory 29, and there has 1 tool converted to STHd since ww08."
115757,Version # (if applicable): V36081 IsScrapBin (please indicate for FSA issue): ARL S 8+16+1 UH S6 no response/PC in Dec. .Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,, user selected wrong flag during run solve.
